Text,Language
"['translated', 'articles', 'represent', 'only', 'a', 'small', 'portion', 'of', 'articles', 'in', 'most', 'editions', 'in', 'part', 'because', 'those', 'editions', 'do', 'not', 'allow', 'fully', 'automated', 'translation', 'of', 'articles']",English
"['articles', 'available', 'in', 'more', 'than', 'one', 'language', 'may', 'offer', 'interwiki', 'links', 'which', 'link', 'to', 'the', 'counterpart', 'articles', 'in', 'other', 'editions']",English
"['a', 'study', 'published', 'by', 'plos', 'one', 'in', 'also', 'estimated', 'the', 'share', 'of', 'contributions', 'to', 'different', 'editions', 'of', 'wikipedia', 'from', 'different', 'regions', 'of', 'the', 'world']",English
"['it', 'reported', 'that', 'the', 'proportion', 'of', 'the', 'edits', 'made', 'from', 'north', 'america', 'was', 'for', 'the', 'english', 'wikipedia', 'and', 'for', 'the', 'simple', 'english', 'wikipedia']",English
"['on', 'march', 'the', 'economist', 'in', 'an', 'article', 'titled', 'the', 'future', 'of', 'wikipedia', 'cited', 'a', 'trend', 'analysis', 'concerning', 'data', 'published', 'by', 'the', 'wikimedia', 'foundation', 'stating', 'that', 'the', 'number', 'of', 'editors', 'for', 'the', 'englishlanguage', 'version', 'has', 'fallen', 'by', 'a', 'third', 'in', 'seven', 'years']",English
"['the', 'attrition', 'rate', 'for', 'active', 'editors', 'in', 'english', 'wikipedia', 'was', 'cited', 'by', 'the', 'economist', 'as', 'substantially', 'in', 'contrast', 'to', 'statistics', 'for', 'wikipedia', 'in', 'other', 'languages', 'nonenglish', 'wikipedia']",English
"['the', 'economist', 'reported', 'that', 'the', 'number', 'of', 'contributors', 'with', 'an', 'average', 'of', 'five', 'or', 'more', 'edits', 'per', 'month', 'was', 'relatively', 'constant', 'since', 'for', 'wikipedia', 'in', 'other', 'languages', 'at', 'approximately', 'editors', 'within', 'narrow', 'seasonal', 'variances', 'of', 'about', 'editors', 'up', 'or', 'down']",English
"['the', 'number', 'of', 'active', 'editors', 'in', 'english', 'wikipedia', 'by', 'sharp', 'comparison', 'was', 'cited', 'as', 'peaking', 'in', 'at', 'approximately', 'and', 'dropping', 'to', 'by', 'the', 'start', 'of']",English
"['should', 'this', 'attrition', 'have', 'continued', 'unabated', 'at', 'the', 'quoted', 'trend', 'rate', 'of', 'approximately', 'editors', 'lost', 'within', 'seven', 'years', 'by', 'there', 'would', 'be', 'only', 'active', 'editors', 'on', 'english', 'wikipedia']",English
"['in', 'contrast', 'the', 'trend', 'analysis', 'published', 'in', 'the', 'economist', 'presents', 'wikipedia', 'in', 'other', 'languages', 'nonenglish', 'wikipedia', 'as', 'successful', 'in', 'retaining', 'their', 'active', 'editors', 'on', 'a', 'renewable', 'and', 'sustained', 'basis', 'with', 'their', 'numbers', 'remaining', 'relatively', 'constant', 'at', 'approximately']",English
"['no', 'comment', 'was', 'made', 'concerning', 'which', 'of', 'the', 'differentiated', 'edit', 'policy', 'standards', 'from', 'wikipedia', 'in', 'other', 'languages', 'nonenglish', 'wikipedia', 'would', 'provide', 'a', 'possible', 'alternative', 'to', 'english', 'wikipedia', 'for', 'effectively', 'ameliorating', 'substantial', 'editor', 'attrition', 'rates', 'on', 'the', 'englishlanguage', 'wikipedia']",English
"['various', 'wikipedians', 'have', 'criticized', 'wikipedias', 'large', 'and', 'growing', 'regulation', 'which', 'includes', 'more', 'than', 'fifty', 'policies', 'and', 'nearly', 'words', 'as', 'of', 'update']",English
"['critics', 'have', 'stated', 'that', 'wikipedia', 'exhibits', 'systemic', 'bias']",English
"['in', 'columnist', 'and', 'journalist', 'edwin', 'black', 'described', 'wikipedia', 'as', 'being', 'a', 'mixture', 'of', 'truth', 'halftruth', 'and', 'some', 'falsehoods']",English
"['articles', 'in', 'the', 'chronicle', 'of', 'higher', 'education', 'and', 'the', 'journal', 'of', 'academic', 'librarianship', 'have', 'criticized', 'wikipedias', 'undue', 'weight', 'policy', 'concluding', 'that', 'the', 'fact', 'that', 'wikipedia', 'explicitly', 'is', 'not', 'designed', 'to', 'provide', 'correct', 'information', 'about', 'a', 'subject', 'but', 'rather', 'focus', 'on', 'all', 'the', 'major', 'viewpoints', 'on', 'the', 'subject', 'give', 'less', 'attention', 'to', 'minor', 'ones', 'and', 'creates', 'omissions', 'that', 'can', 'lead', 'to', 'false', 'beliefs', 'based', 'on', 'incomplete', 'information']",English
"['journalists', 'oliver', 'kamm', 'and', 'edwin', 'black', 'alleged', 'in', 'and', 'respectively', 'that', 'articles', 'are', 'dominated', 'by', 'the', 'loudest', 'and', 'most', 'persistent', 'voices', 'usually', 'by', 'a', 'group', 'with', 'an', 'ax', 'to', 'grind', 'on', 'the', 'topic']",English
"['a', 'article', 'in', 'education', 'next', 'journal', 'concluded', 'that', 'as', 'a', 'resource', 'about', 'controversial', 'topics', 'wikipedia', 'is', 'subject', 'to', 'manipulation', 'and', 'spin']",English
"['in', 'the', 'wikipedia', 'watch', 'criticism', 'website', 'listed', 'dozens', 'of', 'examples', 'of', 'plagiarism', 'in', 'the', 'english', 'wikipedia']",English
"['articles', 'for', 'traditional', 'encyclopedias', 'such', 'as', 'encyclopdia', 'britannica', 'are', 'carefully', 'and', 'deliberately', 'written', 'by', 'experts', 'lending', 'such', 'encyclopedias', 'a', 'reputation', 'for', 'accuracy']",English
"['however', 'a', 'peer', 'review', 'in', 'of', 'fortytwo', 'scientific', 'entries', 'on', 'both', 'wikipedia', 'and', 'encyclopdia', 'britannica', 'by', 'the', 'science', 'journal', 'nature', 'found', 'few', 'differences', 'in', 'accuracy', 'and', 'concluded', 'that', 'the', 'average', 'science', 'entry', 'in', 'wikipedia', 'contained', 'around', 'four', 'inaccuracies', 'britannica', 'about', 'three']",English
"['joseph', 'reagle', 'suggested', 'that', 'while', 'the', 'study', 'reflects', 'a', 'topical', 'strength', 'of', 'wikipedia', 'contributors', 'in', 'science', 'articles', 'wikipedia', 'may', 'not', 'have', 'fared', 'so', 'well', 'using', 'a', 'random', 'sampling', 'of', 'articles', 'or', 'on', 'humanities', 'subjects']",English
"['others', 'raised', 'similar', 'critiques']",English
"['the', 'findings', 'by', 'nature', 'were', 'disputed', 'by', 'encyclopdia', 'britannica', 'and', 'in', 'response', 'nature', 'gave', 'a', 'rebuttal', 'of', 'the', 'points', 'raised', 'by', 'britannica']",English
"['in', 'addition', 'to', 'the', 'pointforpoint', 'disagreement', 'between', 'these', 'two', 'parties', 'others', 'have', 'examined', 'the', 'sample', 'size', 'and', 'selection', 'method', 'used', 'in', 'the', 'nature', 'effort', 'and', 'suggested', 'a', 'flawed', 'study', 'design', 'in', 'natures', 'manual', 'selection', 'of', 'articles', 'in', 'part', 'or', 'in', 'whole', 'for', 'comparison', 'absence', 'of', 'statistical', 'analysis', 'eg', 'of', 'reported', 'confidence', 'intervals', 'and', 'a', 'lack', 'of', 'study', 'statistical', 'power', 'ie', 'owing', 'to', 'small', 'sample', 'size', 'or', 'articles', 'compared', 'vs', 'and', 'set', 'sizes', 'for', 'britannica', 'and', 'the', 'english', 'wikipedia', 'respectively']",English
"['as', 'a', 'consequence', 'of', 'the', 'open', 'structure', 'wikipedia', 'makes', 'no', 'guarantee', 'of', 'validity', 'of', 'its', 'content', 'since', 'no', 'one', 'is', 'ultimately', 'responsible', 'for', 'any', 'claims', 'appearing', 'in', 'it']",English
"['concerns', 'have', 'been', 'raised', 'by', 'pc', 'world', 'in', 'regarding', 'the', 'lack', 'of', 'accountability', 'that', 'results', 'from', 'users', 'anonymity', 'the', 'insertion', 'of', 'false', 'information', 'vandalism', 'and', 'similar', 'problems']",English
"['economist', 'tyler', 'cowen', 'wrote', 'if', 'i', 'had', 'to', 'guess', 'whether', 'wikipedia', 'or', 'the', 'median', 'refereed', 'journal', 'article', 'on', 'economics', 'was', 'more', 'likely', 'to', 'be', 'true', 'after', 'a', 'not', 'so', 'long', 'think', 'i', 'would', 'opt', 'for', 'wikipedia']",English
"['he', 'comments', 'that', 'some', 'traditional', 'sources', 'of', 'nonfiction', 'suffer', 'from', 'systemic', 'biases', 'and', 'novel', 'results', 'in', 'his', 'opinion', 'are', 'overreported', 'in', 'journal', 'articles', 'and', 'relevant', 'information', 'is', 'omitted', 'from', 'news', 'reports']",English
"['however', 'he', 'also', 'cautions', 'that', 'errors', 'are', 'frequently', 'found', 'on', 'internet', 'sites', 'and', 'that', 'academics', 'and', 'experts', 'must', 'be', 'vigilant', 'in', 'correcting', 'them']",English
"['critics', 'argue', 'that', 'wikipedias', 'open', 'nature', 'and', 'a', 'lack', 'of', 'proper', 'sources', 'for', 'most', 'of', 'the', 'information', 'makes', 'it', 'unreliable']",English
"['some', 'commentators', 'suggest', 'that', 'wikipedia', 'may', 'be', 'reliable', 'but', 'that', 'the', 'reliability', 'of', 'any', 'given', 'article', 'is', 'not', 'clear']",English
"['editors', 'of', 'traditional', 'reference', 'works', 'such', 'as', 'the', 'encyclopdia', 'britannica', 'have', 'questioned', 'the', 'projects', 'utility', 'and', 'status', 'as', 'an', 'encyclopedia']",English
"['wikipedia', 'cofounder', 'jimmy', 'wales', 'has', 'claimed', 'that', 'wikipedia', 'has', 'largely', 'avoided', 'the', 'problem', 'of', 'fake', 'news', 'because', 'the', 'wikipedia', 'community', 'regularly', 'debates', 'the', 'quality', 'of', 'sources', 'in', 'articles']",English
"['wikipedias', 'open', 'structure', 'inherently', 'makes', 'it', 'an', 'easy', 'target', 'for', 'internet', 'trolls', 'spammers', 'and', 'various', 'forms', 'of', 'paid', 'advocacy', 'seen', 'as', 'counterproductive', 'to', 'the', 'maintenance', 'of', 'a', 'neutral', 'and', 'verifiable', 'online', 'encyclopedia']",English
"['in', 'response', 'to', 'paid', 'advocacy', 'editing', 'and', 'undisclosed', 'editing', 'issues', 'wikipedia', 'was', 'reported', 'in', 'an', 'article', 'in', 'the', 'wall', 'street', 'journal', 'to', 'have', 'strengthened', 'its', 'rules', 'and', 'laws', 'against', 'undisclosed', 'editing']",English
"['the', 'article', 'stated', 'that', 'beginning', 'monday', 'from', 'the', 'date', 'of', 'the', 'article', 'june', 'changes', 'in', 'wikipedias', 'terms', 'of', 'use', 'will', 'require', 'anyone', 'paid', 'to', 'edit', 'articles', 'to', 'disclose', 'that', 'arrangement']",English
"['katherine', 'maher', 'the', 'nonprofit', 'wikimedia', 'foundations', 'chief', 'communications', 'officer', 'said', 'the', 'changes', 'address', 'a', 'sentiment', 'among', 'volunteer', 'editors', 'that', 'were', 'not', 'an', 'advertising', 'service', 'were', 'an', 'encyclopedia']",English
"['these', 'issues', 'among', 'others', 'had', 'been', 'parodied', 'since', 'the', 'first', 'decade', 'of', 'wikipedia', 'notably', 'by', 'stephen', 'colbert', 'on', 'the', 'colbert', 'report']",English
"['a', 'harvard', 'law', 'textbook', 'legal', 'research', 'in', 'a', 'nutshell', 'cites', 'wikipedia', 'as', 'a', 'general', 'source', 'that', 'can', 'be', 'a', 'real', 'boon', 'in', 'coming', 'up', 'to', 'speed', 'in', 'the', 'law', 'governing', 'a', 'situation', 'and', 'while', 'not', 'authoritative', 'can', 'provide', 'basic', 'facts', 'as', 'well', 'as', 'leads', 'to', 'more', 'indepth', 'resources']",English
"['most', 'university', 'lecturers', 'discourage', 'students', 'from', 'citing', 'any', 'encyclopedia', 'in', 'academic', 'work', 'preferring', 'primary', 'sources', 'some', 'specifically', 'prohibit', 'wikipedia', 'citations']",English
"['wales', 'stresses', 'that', 'encyclopedias', 'of', 'any', 'type', 'are', 'not', 'usually', 'appropriate', 'to', 'use', 'as', 'citable', 'sources', 'and', 'should', 'not', 'be', 'relied', 'upon', 'as', 'authoritative']",English
"['wales', 'once', 'or', 'earlier', 'said', 'he', 'receives', 'about', 'ten', 'emails', 'weekly', 'from', 'students', 'saying', 'they', 'got', 'failing', 'grades', 'on', 'papers', 'because', 'they', 'cited', 'wikipedia', 'he', 'told', 'the', 'students', 'they', 'got', 'what', 'they', 'deserved']",English
"['for', 'gods', 'sake', 'youre', 'in', 'college', 'dont', 'cite', 'the', 'encyclopedia', 'he', 'said']",English
"['in', 'february', 'an', 'article', 'in', 'the', 'harvard', 'crimson', 'newspaper', 'reported', 'that', 'a', 'few', 'of', 'the', 'professors', 'at', 'harvard', 'university', 'were', 'including', 'wikipedia', 'articles', 'in', 'their', 'syllabi', 'although', 'without', 'realizing', 'the', 'articles', 'might', 'change']",English
"['in', 'june', 'former', 'president', 'of', 'the', 'american', 'library', 'association', 'michael', 'gorman', 'condemned', 'wikipedia', 'along', 'with', 'google', 'stating', 'that', 'academics', 'who', 'endorse', 'the', 'use', 'of', 'wikipedia', 'are', 'the', 'intellectual', 'equivalent', 'of', 'a', 'dietitian', 'who', 'recommends', 'a', 'steady', 'diet', 'of', 'big', 'macs', 'with', 'everything']",English
"['in', 'contrast', 'academic', 'writingclarification', 'needed', 'in', 'wikipedia', 'has', 'evolved', 'in', 'recent', 'years', 'and', 'has', 'been', 'found', 'to', 'increase', 'student', 'interest', 'personal', 'connection', 'to', 'the', 'product', 'creativity', 'in', 'material', 'processing', 'and', 'international', 'collaboration', 'in', 'the', 'learning', 'process']",English
"['on', 'march', 'julie', 'beck', 'writing', 'for', 'the', 'atlantic', 'magazine', 'in', 'an', 'article', 'titled', 'doctors', 'source', 'for', 'healthcare', 'information', 'wikipedia', 'stated', 'that', 'fifty', 'percent', 'of', 'physicians', 'look', 'up', 'conditions', 'on', 'the', 'wikipedia', 'site', 'and', 'some', 'are', 'editing', 'articles', 'themselves', 'to', 'improve', 'the', 'quality', 'of', 'available', 'information']",English
"['beck', 'continued', 'to', 'detail', 'in', 'this', 'article', 'new', 'programs', 'of', 'amin', 'azzam', 'at', 'the', 'university', 'of', 'san', 'francisco', 'to', 'offer', 'medical', 'school', 'courses', 'to', 'medical', 'students', 'for', 'learning', 'to', 'edit', 'and', 'improve', 'wikipedia', 'articles', 'on', 'healthrelated', 'issues', 'as', 'well', 'as', 'internal', 'quality', 'control', 'programs', 'within', 'wikipedia', 'organized', 'by', 'james', 'heilman', 'to', 'improve', 'a', 'group', 'of', 'healthrelated', 'articles', 'of', 'central', 'medical', 'importance', 'up', 'to', 'wikipedias', 'highest', 'standard', 'of', 'articles', 'using', 'its', 'featured', 'article', 'and', 'good', 'article', 'peerreview', 'evaluation', 'process']",English
"['in', 'a', 'may', 'followup', 'article', 'in', 'the', 'atlantic', 'titled', 'can', 'wikipedia', 'ever', 'be', 'a', 'definitive', 'medical', 'text']",English
"['julie', 'beck', 'quotes', 'wikiproject', 'medicines', 'james', 'heilman', 'as', 'stating', 'just', 'because', 'a', 'reference', 'is', 'peerreviewed', 'doesnt', 'mean', 'its', 'a', 'highquality', 'reference']",English
"['beck', 'added', 'that', 'wikipedia', 'has', 'its', 'own', 'peer', 'review', 'process', 'before', 'articles', 'can', 'be', 'classified', 'as', 'good', 'or', 'featured']",English
"['heilman', 'who', 'has', 'participated', 'in', 'that', 'process', 'before', 'says', 'less', 'than', 'one', 'percent', 'of', 'wikipedias', 'medical', 'articles', 'have', 'passed']",English
"['in', 'researchers', 'at', 'carnegie', 'mellon', 'university', 'found', 'that', 'the', 'quality', 'of', 'a', 'wikipedia', 'article', 'would', 'suffer', 'rather', 'than', 'gain', 'from', 'adding', 'more', 'writers', 'when', 'the', 'article', 'lacked', 'appropriate', 'explicit', 'or', 'implicit', 'coordination']",English
"['for', 'instance', 'when', 'contributors', 'rewrite', 'small', 'portions', 'of', 'an', 'entry', 'rather', 'than', 'making', 'fulllength', 'revisions', 'high', 'and', 'lowquality', 'content', 'may', 'be', 'intermingled', 'within', 'an', 'entry']",English
"['roy', 'rosenzweig', 'a', 'history', 'professor', 'stated', 'that', 'american', 'national', 'biography', 'online', 'outperformed', 'wikipedia', 'in', 'terms', 'of', 'its', 'clear', 'and', 'engaging', 'prose', 'which', 'he', 'said', 'was', 'an', 'important', 'aspect', 'of', 'good', 'historical', 'writing']",English
"['contrasting', 'wikipedias', 'treatment', 'of', 'abraham', 'lincoln', 'to', 'that', 'of', 'civil', 'war', 'historian', 'james', 'mcpherson', 'in', 'american', 'national', 'biography', 'online', 'he', 'said', 'that', 'both', 'were', 'essentially', 'accurate', 'and', 'covered', 'the', 'major', 'episodes', 'in', 'lincolns', 'life', 'but', 'praised', 'mcphersons', 'richer', 'contextualization', 'his', 'artful', 'use', 'of', 'quotations', 'to', 'capture', 'lincolns', 'voice', 'and', 'his', 'ability', 'to', 'convey', 'a', 'profound', 'message', 'in', 'a', 'handful', 'of', 'words']",English
"['by', 'contrast', 'he', 'gives', 'an', 'example', 'of', 'wikipedias', 'prose', 'that', 'he', 'finds', 'both', 'verbose', 'and', 'dull']",English
"['rosenzweig', 'also', 'criticized', 'the', 'wafflingencouraged', 'by', 'the', 'npov', 'policywhich', 'means', 'that', 'it', 'is', 'hard', 'to', 'discern', 'any', 'overall', 'interpretive', 'stance', 'in', 'wikipedia', 'history']",English
"['while', 'generally', 'praising', 'the', 'article', 'on', 'william', 'clarke', 'quantrill', 'he', 'quoted', 'its', 'conclusion', 'as', 'an', 'example', 'of', 'such', 'waffling', 'which', 'then', 'stated', 'some', 'historians', 'remember', 'him', 'as', 'an', 'opportunistic', 'bloodthirsty', 'outlaw', 'while', 'others', 'continue', 'to', 'view', 'him', 'as', 'a', 'daring', 'soldier', 'and', 'local', 'folk', 'hero']",English
"['other', 'critics', 'have', 'made', 'similar', 'charges', 'that', 'even', 'if', 'wikipedia', 'articles', 'are', 'factually', 'accurate', 'they', 'are', 'often', 'written', 'in', 'a', 'poor', 'almost', 'unreadable', 'style']",English
"['frequent', 'wikipedia', 'critic', 'andrew', 'orlowski', 'commented', 'even', 'when', 'a', 'wikipedia', 'entry', 'is', 'percent', 'factually', 'correct', 'and', 'those', 'facts', 'have', 'been', 'carefully', 'chosen', 'it', 'all', 'too', 'often', 'reads', 'as', 'if', 'it', 'has', 'been', 'translated', 'from', 'one', 'language', 'to', 'another', 'then', 'into', 'a', 'third', 'passing', 'an', 'illiterate', 'translator', 'at', 'each', 'stage']",English
"['a', 'study', 'of', 'wikipedia', 'articles', 'on', 'cancer', 'was', 'conducted', 'in', 'by', 'yaacov', 'lawrence', 'of', 'the', 'kimmel', 'cancer', 'center', 'at', 'thomas', 'jefferson', 'university']",English
"['the', 'study', 'was', 'limited', 'to', 'those', 'articles', 'that', 'could', 'be', 'found', 'in', 'the', 'physician', 'data', 'query', 'and', 'excluded', 'those', 'written', 'at', 'the', 'start', 'class', 'or', 'stub', 'class', 'level']",English
"['lawrence', 'found', 'the', 'articles', 'accurate', 'but', 'not', 'very', 'readable', 'and', 'thought', 'that', 'wikipedias', 'lack', 'of', 'readability', 'to', 'noncollege', 'readers', 'may', 'reflect', 'its', 'varied', 'origins', 'and', 'haphazard', 'editing']",English
"['the', 'economist', 'argued', 'that', 'betterwritten', 'articles', 'tend', 'to', 'be', 'more', 'reliable', 'inelegant', 'or', 'ranting', 'prose', 'usually', 'reflects', 'muddled', 'thoughts', 'and', 'incomplete', 'information']",English
"['wikipedia', 'seeks', 'to', 'create', 'a', 'summary', 'of', 'all', 'human', 'knowledge', 'in', 'the', 'form', 'of', 'an', 'online', 'encyclopedia', 'with', 'each', 'topic', 'covered', 'encyclopedically', 'in', 'one', 'article']",English
"['since', 'it', 'has', 'terabytes', 'of', 'disk', 'space', 'it', 'can', 'have', 'far', 'more', 'topics', 'than', 'can', 'be', 'covered', 'by', 'any', 'printed', 'encyclopedia']",English
"['the', 'exact', 'degree', 'and', 'manner', 'of', 'coverage', 'on', 'wikipedia', 'is', 'under', 'constant', 'review', 'by', 'its', 'editors', 'and', 'disagreements', 'are', 'not', 'uncommon', 'see', 'deletionism', 'and', 'inclusionism']",English
"['wikipedia', 'contains', 'materials', 'that', 'some', 'people', 'may', 'find', 'objectionable', 'offensive', 'or', 'pornographic']",English
"['the', 'wikipedia', 'is', 'not', 'censored', 'policy', 'has', 'sometimes', 'proved', 'controversial', 'in', 'wikipedia', 'rejected', 'an', 'online', 'petition', 'against', 'the', 'inclusion', 'of', 'images', 'of', 'muhammad', 'in', 'the', 'english', 'edition', 'of', 'its', 'muhammad', 'article', 'citing', 'this', 'policy']",English
"['the', 'presence', 'of', 'politically', 'religiously', 'and', 'pornographically', 'sensitive', 'materials', 'in', 'wikipedia', 'has', 'led', 'to', 'the', 'censorship', 'of', 'wikipedia', 'by', 'national', 'authorities', 'in', 'china', 'and', 'pakistan', 'amongst', 'other', 'countries']",English
"['a', 'study', 'conducted', 'by', 'researchers', 'at', 'carnegie', 'mellon', 'university', 'and', 'palo', 'alto', 'research', 'center', 'gave', 'a', 'distribution', 'of', 'topics', 'as', 'well', 'as', 'growth', 'from', 'july', 'to', 'january', 'in', 'each', 'field', 'these', 'numbers', 'refer', 'only', 'to', 'the', 'number', 'of', 'articles', 'it', 'is', 'possible', 'for', 'one', 'topic', 'to', 'contain', 'a', 'large', 'number', 'of', 'short', 'articles', 'and', 'another', 'to', 'contain', 'a', 'small', 'number', 'of', 'large', 'ones']",English
"['through', 'its', 'wikipedia', 'loves', 'libraries', 'program', 'wikipedia', 'has', 'partnered', 'with', 'major', 'public', 'libraries', 'such', 'as', 'the', 'new', 'york', 'public', 'library', 'for', 'the', 'performing', 'arts', 'to', 'expand', 'its', 'coverage', 'of', 'underrepresented', 'subjects', 'and', 'articles']",English
"['a', 'study', 'conducted', 'by', 'researchers', 'at', 'the', 'university', 'of', 'minnesota', 'indicated', 'that', 'male', 'and', 'female', 'editors', 'focus', 'on', 'different', 'coverage', 'topics']",English
"['there', 'was', 'a', 'greater', 'concentration', 'of', 'females', 'in', 'the', 'people', 'and', 'arts', 'category', 'while', 'males', 'focus', 'more', 'on', 'geography', 'and', 'science']",English
"['research', 'conducted', 'by', 'mark', 'graham', 'of', 'the', 'oxford', 'internet', 'institute', 'in', 'indicated', 'that', 'the', 'geographic', 'distribution', 'of', 'article', 'topics', 'is', 'highly', 'uneven']",English
"['africa', 'is', 'the', 'most', 'underrepresented']",English
"['across', 'language', 'editions', 'of', 'wikipedia', 'historical', 'articles', 'and', 'sections', 'are', 'generally', 'eurocentric', 'and', 'focused', 'on', 'recent', 'events']",English
"['an', 'editorial', 'in', 'the', 'guardian', 'in', 'claimed', 'that', 'more', 'effort', 'went', 'into', 'providing', 'references', 'for', 'a', 'list', 'of', 'female', 'porn', 'actors', 'than', 'a', 'list', 'of', 'women', 'writers']",English
"['data', 'has', 'also', 'shown', 'that', 'africarelated', 'material', 'often', 'faces', 'omission', 'a', 'knowledge', 'gap', 'that', 'a', 'july', 'wikimedia', 'conference', 'in', 'cape', 'town', 'sought', 'to', 'address']",English
"['when', 'multiple', 'editors', 'contribute', 'to', 'one', 'topic', 'or', 'set', 'of', 'topics', 'systemic', 'bias', 'may', 'arise', 'due', 'to', 'the', 'demographic', 'backgrounds', 'of', 'the', 'editors']",English
"['in', 'wales', 'claimed', 'that', 'the', 'unevenness', 'of', 'coverage', 'is', 'a', 'reflection', 'of', 'the', 'demography', 'of', 'the', 'editors', 'citing', 'for', 'example', 'biographies', 'of', 'famous', 'women', 'through', 'history', 'and', 'issues', 'surrounding', 'early', 'childcare']",English
"['the', 'october', 'essay', 'by', 'tom', 'simonite', 'in', 'mits', 'technology', 'review', 'titled', 'the', 'decline', 'of', 'wikipedia', 'discussed', 'the', 'effect', 'of', 'systemic', 'bias', 'and', 'policy', 'creep', 'on', 'the', 'downward', 'trend', 'in', 'the', 'number', 'of', 'editors']",English
"['systemic', 'bias', 'on', 'wikipedia', 'may', 'follow', 'that', 'of', 'culture', 'generallyvague', 'for', 'example', 'favoring', 'certain', 'nationalities', 'ethnicities', 'or', 'majority', 'religions']",English
"['it', 'may', 'more', 'specifically', 'follow', 'the', 'biases', 'of', 'internet', 'culture', 'inclining', 'to', 'be', 'young', 'male', 'englishspeaking', 'educated', 'technologically', 'aware', 'and', 'wealthy', 'enough', 'to', 'spare', 'time', 'for', 'editing']",English
"['biases', 'intrinsically', 'may', 'include', 'an', 'overemphasis', 'on', 'topics', 'such', 'as', 'pop', 'culture', 'technology', 'and', 'current', 'events']",English
"['taha', 'yasseri', 'of', 'the', 'university', 'of', 'oxford', 'in', 'studied', 'the', 'statistical', 'trends', 'of', 'systemic', 'bias', 'at', 'wikipedia', 'introduced', 'by', 'editing', 'conflicts', 'and', 'their', 'resolution']",English
"['his', 'research', 'examined', 'the', 'counterproductive', 'work', 'behavior', 'of', 'edit', 'warring']",English
"['yasseri', 'contended', 'that', 'simple', 'reverts', 'or', 'undo', 'operations', 'were', 'not', 'the', 'most', 'significant', 'measure', 'of', 'counterproductive', 'behavior', 'at', 'wikipedia', 'and', 'relied', 'instead', 'on', 'the', 'statistical', 'measurement', 'of', 'detecting', 'revertingreverted', 'pairs', 'or', 'mutually', 'reverting', 'edit', 'pairs']",English
"['such', 'a', 'mutually', 'reverting', 'edit', 'pair', 'is', 'defined', 'where', 'one', 'editor', 'reverts', 'the', 'edit', 'of', 'another', 'editor', 'who', 'then', 'in', 'sequence', 'returns', 'to', 'revert', 'the', 'first', 'editor', 'in', 'the', 'mutually', 'reverting', 'edit', 'pairs']",English
"['the', 'results', 'were', 'tabulated', 'for', 'several', 'language', 'versions', 'of', 'wikipedia']",English
"['the', 'english', 'wikipedias', 'three', 'largest', 'conflict', 'rates', 'belonged', 'to', 'the', 'articles', 'george', 'w', 'bush', 'anarchism', 'and', 'muhammad']",English
"['by', 'comparison', 'for', 'the', 'german', 'wikipedia', 'the', 'three', 'largest', 'conflict', 'rates', 'at', 'the', 'time', 'of', 'the', 'oxford', 'study', 'were', 'for', 'the', 'articles', 'covering', 'croatia', 'scientology', 'and', 'conspiracy', 'theories']",English
"['researchers', 'from', 'washington', 'university', 'developed', 'a', 'statistical', 'model', 'to', 'measure', 'systematic', 'bias', 'in', 'the', 'behavior', 'of', 'wikipedias', 'users', 'regarding', 'controversial', 'topics']",English
"['the', 'authors', 'focused', 'on', 'behavioral', 'changes', 'of', 'the', 'encyclopedias', 'administrators', 'after', 'assuming', 'the', 'post', 'writing', 'that', 'systematic', 'bias', 'occurred', 'after', 'the', 'fact']",English
"['wikipedia', 'has', 'been', 'criticized', 'for', 'allowing', 'information', 'about', 'graphic', 'content']",English
"['articles', 'depicting', 'what', 'some', 'critics', 'have', 'called', 'objectionable', 'content', 'such', 'as', 'feces', 'cadaver', 'human', 'penis', 'vulva', 'and', 'nudity', 'contain', 'graphic', 'pictures', 'and', 'detailed', 'information', 'easily', 'available', 'to', 'anyone', 'with', 'access', 'to', 'the', 'internet', 'including', 'children']",English
"['the', 'site', 'also', 'includes', 'sexual', 'content', 'such', 'as', 'images', 'and', 'videos', 'of', 'masturbation', 'and', 'ejaculation', 'illustrations', 'of', 'zoophilia', 'and', 'photos', 'from', 'hardcore', 'pornographic', 'films', 'in', 'its', 'articles']",English
"['it', 'also', 'has', 'nonsexual', 'photographs', 'of', 'nude', 'children']",English
"['the', 'wikipedia', 'article', 'about', 'virgin', 'killera', 'album', 'from', 'the', 'german', 'rock', 'band', 'scorpionsfeatures', 'a', 'picture', 'of', 'the', 'albums', 'original', 'cover', 'which', 'depicts', 'a', 'naked', 'prepubescent', 'girl']",English
"['the', 'original', 'release', 'cover', 'caused', 'controversy', 'and', 'was', 'replaced', 'in', 'some', 'countries']",English
"['in', 'december', 'access', 'to', 'the', 'wikipedia', 'article', 'virgin', 'killer', 'was', 'blocked', 'for', 'four', 'days', 'by', 'most', 'internet', 'service', 'providers', 'in', 'the', 'united', 'kingdom', 'after', 'the', 'internet', 'watch', 'foundation', 'iwf', 'decided', 'the', 'album', 'cover', 'was', 'a', 'potentially', 'illegal', 'indecent', 'image', 'and', 'added', 'the', 'articles', 'url', 'to', 'a', 'blacklist', 'it', 'supplies', 'to', 'british', 'internet', 'service', 'providers']",English
